review_id,customer_id,book_id,rating,review_text,created_at
2859,1178,52,4,Above average. Would recommend to fans of the genre.,26-09-2024 04:41
665,1955,3,4,Well-written and engaging. A few plot holes but forgivable.,10-05-2022 00:11
2678,2026,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,14-06-2023 14:30
3370,721,6,3,Had potential but did not quite deliver on its promise.,15-08-2024 12:34
4572,55,1,3,It was okay. The hype around this book is a bit overstated.,31-12-2023 15:22
157,2346,1,5,Absolutely loved this book — couldn't put it down!,24-06-2024 20:22
712,1591,1,4,Mostly great. The middle section drags a bit.,10-07-2023 15:34
1685,2722,8,2,Overrated. I did not enjoy the characters at all.,02-05-2024 20:09
5377,2142,1,4,A very good read overall. Some chapters were slow but worth it.,31-12-2024 16:20
3224,718,5,2,Struggled to get through it. The story meanders endlessly.,12-07-2023 10:04
4192,2036,12,4,A very good read overall. Some chapters were slow but worth it.,27-12-2022 10:47
4936,1765,2,5,Exceeded all my expectations. Truly extraordinary.,14-01-2023 19:09
3505,1943,1,2,Disappointed. Expected much more based on the reviews.,26-07-2022 11:23
5461,2775,1,5,This book changed the way I think. A must-read for everyone.,13-09-2023 13:02
2900,1436,6,3,Decent read. Not my favourite but not bad either.,09-05-2024 12:35
1462,1260,2,4,A very good read overall. Some chapters were slow but worth it.,30-09-2024 19:40
2977,1632,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,19-08-2023 18:37
1636,2045,1,3,It was okay. The hype around this book is a bit overstated.,27-07-2021 22:35
2719,1023,2,3,"Mixed feelings. Good premise, mediocre execution.",20-12-2023 08:08
3751,2499,1,5,The writing is exceptional and the story gripped me from page one.,10-06-2024 12:57
2544,639,2,3,It was okay. The hype around this book is a bit overstated.,12-11-2024 16:40
2390,1889,4,3,Had potential but did not quite deliver on its promise.,30-03-2021 18:13
534,1181,1,2,Struggled to get through it. The story meanders endlessly.,15-01-2024 07:09
2045,1776,3,3,"Some interesting parts, but overall felt underwhelming.",04-09-2024 07:57
3973,333,2,4,"Good book, though the ending felt a little rushed.",04-01-2024 19:21
4426,2077,11,5,A masterpiece. Every chapter left me wanting more.,01-06-2024 13:16
4875,2481,1,3,Decent read. Not my favourite but not bad either.,29-10-2024 18:03
3050,1514,1,4,Mostly great. The middle section drags a bit.,23-12-2024 20:26
4366,687,4,3,It was okay. The hype around this book is a bit overstated.,09-10-2023 05:15
2645,1540,2,4,Well-written and engaging. A few plot holes but forgivable.,08-04-2022 06:31
2881,670,3,3,Decent read. Not my favourite but not bad either.,08-06-2024 20:02
97,769,8,3,Decent read. Not my favourite but not bad either.,17-10-2024 23:13
1044,384,12,5,I finished this in two sittings. Absolutely riveting.,29-12-2023 15:18
3476,2474,1,4,Mostly great. The middle section drags a bit.,11-09-2021 01:22
3735,2185,2,5,One of the best reads I have had in years. Highly recommended.,12-10-2022 08:19
4402,1454,11,1,Terrible. Wasted my money and my time.,11-08-2023 20:51
4531,861,63,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,09-02-2022 10:07
289,1357,3,3,It was okay. The hype around this book is a bit overstated.,12-10-2024 10:16
4117,1365,3,3,Had potential but did not quite deliver on its promise.,25-06-2024 18:30
2264,2356,15,5,The writing is exceptional and the story gripped me from page one.,31-05-2024 10:47
4613,1189,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,22-09-2024 20:45
1279,2595,4,3,Had potential but did not quite deliver on its promise.,22-12-2024 17:59
4470,61,3,3,Had potential but did not quite deliver on its promise.,27-08-2024 19:05
2159,1677,18,3,Had potential but did not quite deliver on its promise.,05-12-2024 20:44
3846,1995,11,2,Disappointed. Expected much more based on the reviews.,18-07-2024 12:58
5345,406,1,3,Decent read. Not my favourite but not bad either.,15-09-2024 20:02
3105,2279,3,4,Liked it. The first half is stronger than the second.,13-03-2023 11:18
4142,2614,1,5,Beautifully written. The author's style is simply stunning.,19-08-2021 08:26
477,2528,1,4,Above average. Would recommend to fans of the genre.,18-07-2024 08:09
826,231,1,5,Absolutely loved this book — couldn't put it down!,05-11-2024 21:16
1018,2032,5,3,"Some interesting parts, but overall felt underwhelming.",13-12-2024 19:12
1947,1832,3,3,Had potential but did not quite deliver on its promise.,02-05-2023 13:56
4519,517,19,3,Had potential but did not quite deliver on its promise.,11-10-2021 11:24
345,1747,3,4,Liked it. The first half is stronger than the second.,02-08-2023 08:28
1893,399,36,4,Liked it. The first half is stronger than the second.,23-08-2023 18:39
2417,2679,1,3,Had potential but did not quite deliver on its promise.,09-05-2024 18:45
2504,1667,107,4,Above average. Would recommend to fans of the genre.,10-10-2024 05:17
1787,1793,2,3,Had potential but did not quite deliver on its promise.,30-12-2024 05:12
4723,1208,9,2,Overrated. I did not enjoy the characters at all.,30-05-2024 11:07
1517,2672,2,3,Neither great nor terrible. Passes the time.,28-11-2023 18:36
1345,1784,4,3,Neither great nor terrible. Passes the time.,26-01-2023 12:28
1683,1731,2,4,"Good book, though the ending felt a little rushed.",23-06-2021 03:40
102,2324,2,4,,03-06-2022 19:28
4152,708,4,3,Had potential but did not quite deliver on its promise.,05-02-2024 05:32
1288,68,6,3,It was okay. The hype around this book is a bit overstated.,16-11-2023 10:04
5086,2391,65,2,Not for me. The writing style felt very dated.,21-01-2020 08:58
4711,644,1,3,"Some interesting parts, but overall felt underwhelming.",04-12-2023 19:55
1209,1480,1,2,,30-06-2023 08:52
1805,1929,9,5,Absolutely loved this book — couldn't put it down!,07-08-2024 11:21
133,177,1,2,Disappointed. Expected much more based on the reviews.,13-03-2020 12:11
4812,228,18,4,Well-written and engaging. A few plot holes but forgivable.,30-10-2023 04:56
1939,2093,1,5,I finished this in two sittings. Absolutely riveting.,26-06-2023 12:29
5556,301,9,3,Average. Had its moments but failed to really engage me.,02-07-2024 19:48
4759,40,3,4,Mostly great. The middle section drags a bit.,15-05-2023 18:20
1261,939,4,5,I finished this in two sittings. Absolutely riveting.,26-04-2024 13:53
5499,1895,27,3,"Mixed feelings. Good premise, mediocre execution.",15-09-2023 18:47
2185,1578,2,5,Exceeded all my expectations. Truly extraordinary.,09-07-2024 17:57
3276,2513,7,4,Mostly great. The middle section drags a bit.,26-11-2024 14:15
4548,337,1,4,"Good book, though the ending felt a little rushed.",26-08-2024 14:47
1327,1120,2,3,"Mixed feelings. Good premise, mediocre execution.",04-11-2024 08:50
3292,2019,3,3,"Mixed feelings. Good premise, mediocre execution.",19-06-2022 17:17
1957,1882,15,4,Mostly great. The middle section drags a bit.,04-06-2023 13:34
5250,1727,5,4,"Good book, though the ending felt a little rushed.",17-02-2024 19:52
453,578,29,5,Beautifully written. The author's style is simply stunning.,07-12-2021 20:33
3755,2779,1,3,"Some interesting parts, but overall felt underwhelming.",06-08-2024 12:15
1227,2678,2,5,I finished this in two sittings. Absolutely riveting.,14-11-2022 15:37
5275,2569,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,31-12-2024 17:54
5581,776,1,4,Well-written and engaging. A few plot holes but forgivable.,13-10-2022 01:55
2656,557,3,3,"Some interesting parts, but overall felt underwhelming.",20-03-2024 20:22
603,1078,97,4,A very good read overall. Some chapters were slow but worth it.,11-05-2023 21:24
1835,1443,3,3,"Mixed feelings. Good premise, mediocre execution.",06-08-2022 09:57
4907,2684,3,2,Overrated. I did not enjoy the characters at all.,20-12-2021 16:30
709,1077,2,4,,07-03-2024 14:20
4547,1157,2,3,Decent read. Not my favourite but not bad either.,02-11-2022 08:39
926,2451,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,12-06-2024 06:27
827,794,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,29-01-2020 15:42
3471,577,1,5,One of the best reads I have had in years. Highly recommended.,17-10-2024 12:13
3993,2272,4,4,Well-written and engaging. A few plot holes but forgivable.,06-06-2024 04:03
184,1071,4,4,Above average. Would recommend to fans of the genre.,27-05-2024 19:22
3396,1436,10,4,Well-written and engaging. A few plot holes but forgivable.,20-11-2024 18:11
4387,1758,5,3,"Mixed feelings. Good premise, mediocre execution.",13-11-2024 09:15
2090,1865,42,3,Decent read. Not my favourite but not bad either.,04-01-2024 08:54
1992,1880,1,3,"Mixed feelings. Good premise, mediocre execution.",17-11-2023 00:20
2403,1668,6,3,Decent read. Not my favourite but not bad either.,27-09-2024 15:10
2523,63,2,4,Mostly great. The middle section drags a bit.,20-07-2023 15:25
5193,1295,6,1,Do not waste your money on this.,22-03-2024 10:43
5226,1388,5,3,Had potential but did not quite deliver on its promise.,05-10-2021 07:43
2334,308,3,3,,05-04-2024 19:25
4105,2709,3,2,Struggled to get through it. The story meanders endlessly.,06-04-2022 08:38
1732,2332,60,3,Had potential but did not quite deliver on its promise.,22-08-2023 12:46
2611,507,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,29-02-2020 13:02
3201,1700,2,4,Liked it. The first half is stronger than the second.,06-10-2022 13:56
3715,2412,7,5,The writing is exceptional and the story gripped me from page one.,22-11-2023 12:16
1552,1049,1,5,A masterpiece. Every chapter left me wanting more.,08-09-2020 19:17
3015,1670,1,2,,07-06-2024 09:38
3596,821,1,4,Well-written and engaging. A few plot holes but forgivable.,09-01-2024 21:20
5325,377,46,3,Neither great nor terrible. Passes the time.,26-09-2023 20:44
3451,2333,5,2,Disappointed. Expected much more based on the reviews.,10-01-2024 07:02
969,1133,5,3,"Some interesting parts, but overall felt underwhelming.",03-02-2023 07:15
5613,108,2,3,"Mixed feelings. Good premise, mediocre execution.",22-04-2024 14:22
4985,1999,1,4,,19-11-2023 22:57
5206,1678,1,4,Mostly great. The middle section drags a bit.,24-02-2021 20:13
2584,2463,1,4,A very good read overall. Some chapters were slow but worth it.,18-09-2022 04:12
1799,2718,1,3,Neither great nor terrible. Passes the time.,25-02-2023 10:08
3539,1624,181,3,Average. Had its moments but failed to really engage me.,23-09-2023 18:17
4653,2232,3,3,Average. Had its moments but failed to really engage me.,10-12-2024 20:32
3966,710,10,2,Overrated. I did not enjoy the characters at all.,31-12-2020 18:44
5504,471,8,3,It was okay. The hype around this book is a bit overstated.,27-04-2022 12:30
119,147,1,2,Not for me. The writing style felt very dated.,03-10-2022 17:26
3416,2446,1,5,Beautifully written. The author's style is simply stunning.,18-09-2023 15:17
1660,2324,3,4,,25-05-2020 13:45
3985,2428,1,3,Decent read. Not my favourite but not bad either.,09-12-2024 13:08
1804,1639,1,4,Well-written and engaging. A few plot holes but forgivable.,19-02-2021 14:13
2646,364,1,5,Brilliant narrative. The characters feel genuinely real.,01-12-2022 18:51
2669,1035,11,4,,07-02-2023 18:51
2902,2788,5,3,Average. Had its moments but failed to really engage me.,21-08-2024 15:22
4787,1982,2,4,A very good read overall. Some chapters were slow but worth it.,17-10-2020 10:17
5485,2569,69,3,Had potential but did not quite deliver on its promise.,21-10-2024 06:33
3529,1507,17,5,This book changed the way I think. A must-read for everyone.,12-10-2023 22:36
4925,1411,3,4,Above average. Would recommend to fans of the genre.,01-07-2022 08:38
2545,244,7,5,One of the best reads I have had in years. Highly recommended.,21-10-2023 07:23
3077,318,2,4,Above average. Would recommend to fans of the genre.,31-12-2024 10:07
782,533,127,3,,05-10-2024 06:04
5507,1280,2,4,Mostly great. The middle section drags a bit.,25-05-2021 18:07
751,1096,2,5,I finished this in two sittings. Absolutely riveting.,17-11-2024 22:07
3351,1449,3,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,27-11-2021 12:22
3122,2571,4,4,,17-02-2024 16:29
429,2593,2,4,Above average. Would recommend to fans of the genre.,17-09-2023 15:03
128,1550,3,3,,31-01-2024 16:18
880,81,1,5,Exceeded all my expectations. Truly extraordinary.,13-04-2023 19:40
1203,2249,1,4,Liked it. The first half is stronger than the second.,18-07-2022 08:23
896,987,29,5,Perfect blend of story and insight. Will read again.,25-09-2022 07:54
5101,2040,1,3,Neither great nor terrible. Passes the time.,31-12-2024 08:34
3155,505,1,3,It was okay. The hype around this book is a bit overstated.,15-11-2021 09:46
2112,2175,3,5,The writing is exceptional and the story gripped me from page one.,27-11-2023 13:55
2734,1175,7,5,,19-11-2024 17:19
3954,909,3,4,,31-12-2024 11:37
2849,981,4,4,A very good read overall. Some chapters were slow but worth it.,17-08-2024 09:32
1832,447,2,2,Struggled to get through it. The story meanders endlessly.,09-09-2023 05:31
1143,1814,47,5,A masterpiece. Every chapter left me wanting more.,08-06-2024 11:04
617,1373,1,4,Well-written and engaging. A few plot holes but forgivable.,22-06-2021 18:50
5351,745,11,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,02-07-2021 02:55
297,427,105,2,Would not recommend. Too slow and the payoff was not worth it.,14-10-2024 08:41
532,2173,4,4,Liked it. The first half is stronger than the second.,13-11-2020 16:04
3614,538,5,1,One of the worst books I have read. No coherent plot.,18-08-2024 18:08
4081,754,5,5,One of the best reads I have had in years. Highly recommended.,27-04-2022 18:41
4689,560,12,2,Overrated. I did not enjoy the characters at all.,21-12-2024 10:23
2909,1480,12,4,Well-written and engaging. A few plot holes but forgivable.,05-09-2023 18:05
1126,544,6,3,"Some interesting parts, but overall felt underwhelming.",15-05-2024 18:40
1942,2067,10,4,Mostly great. The middle section drags a bit.,24-12-2021 06:23
2135,2353,2,3,Had potential but did not quite deliver on its promise.,22-01-2022 08:26
3443,2210,2,4,Above average. Would recommend to fans of the genre.,13-10-2023 17:39
4972,766,1,5,Beautifully written. The author's style is simply stunning.,21-09-2023 14:38
265,1977,79,3,It was okay. The hype around this book is a bit overstated.,10-06-2022 06:13
764,1777,1,4,"Good book, though the ending felt a little rushed.",11-01-2023 20:50
3831,2495,7,3,Decent read. Not my favourite but not bad either.,08-10-2021 16:46
1054,1853,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,22-11-2024 15:19
4881,2766,3,3,"Some interesting parts, but overall felt underwhelming.",02-11-2024 03:32
2499,2016,4,3,Decent read. Not my favourite but not bad either.,02-06-2021 20:25
732,304,20,3,"Some interesting parts, but overall felt underwhelming.",10-03-2020 11:25
3698,1659,1,5,One of the best reads I have had in years. Highly recommended.,20-10-2024 16:36
1604,760,1,5,A masterpiece. Every chapter left me wanting more.,09-11-2021 20:12
3001,2290,5,4,Above average. Would recommend to fans of the genre.,28-07-2022 20:14
5573,1410,3,3,Neither great nor terrible. Passes the time.,23-07-2021 19:46
1191,1297,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,03-03-2022 21:31
1719,2738,4,4,Above average. Would recommend to fans of the genre.,24-02-2024 09:30
1419,2086,8,3,Decent read. Not my favourite but not bad either.,23-08-2020 12:42
2183,2714,1,3,Neither great nor terrible. Passes the time.,15-09-2024 11:43
773,1734,4,3,"Some interesting parts, but overall felt underwhelming.",09-12-2023 09:21
5063,2227,7,4,Above average. Would recommend to fans of the genre.,05-02-2024 13:41
4036,2594,2,3,"Mixed feelings. Good premise, mediocre execution.",02-05-2024 17:44
1200,1490,1,3,It was okay. The hype around this book is a bit overstated.,03-06-2024 09:43
118,959,1,4,Above average. Would recommend to fans of the genre.,05-08-2024 13:24
4258,627,7,3,Had potential but did not quite deliver on its promise.,18-04-2020 11:16
5248,2359,2,3,Neither great nor terrible. Passes the time.,22-01-2023 15:25
4636,2204,3,4,Liked it. The first half is stronger than the second.,30-05-2023 18:38
3054,2720,73,3,"Some interesting parts, but overall felt underwhelming.",24-04-2024 07:29
3021,1329,1,5,I finished this in two sittings. Absolutely riveting.,02-11-2024 12:51
1623,2780,1,4,Above average. Would recommend to fans of the genre.,24-01-2024 08:55
361,1979,3,3,It was okay. The hype around this book is a bit overstated.,08-12-2021 20:58
881,2339,3,3,"Mixed feelings. Good premise, mediocre execution.",30-01-2024 08:37
2531,1730,4,1,One of the worst books I have read. No coherent plot.,20-10-2024 02:47
3852,2531,5,2,Overrated. I did not enjoy the characters at all.,10-11-2024 18:13
998,1711,1,5,Brilliant narrative. The characters feel genuinely real.,06-10-2022 10:15
3823,409,1,4,,11-08-2021 10:26
5548,206,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,27-04-2024 08:49
4312,1374,187,3,"Mixed feelings. Good premise, mediocre execution.",23-12-2023 12:14
3536,57,4,3,It was okay. The hype around this book is a bit overstated.,21-05-2023 19:47
5364,2672,3,4,Mostly great. The middle section drags a bit.,12-03-2024 07:03
2200,1270,1,5,This book changed the way I think. A must-read for everyone.,11-03-2024 06:41
5201,519,2,4,Mostly great. The middle section drags a bit.,22-12-2023 20:28
3327,974,28,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,17-08-2022 08:49
698,566,2,4,"Good book, though the ending felt a little rushed.",13-09-2021 08:30
302,2156,1,5,A masterpiece. Every chapter left me wanting more.,08-05-2024 21:28
1764,2789,139,5,One of the best reads I have had in years. Highly recommended.,21-03-2022 15:30
4989,749,21,3,"Some interesting parts, but overall felt underwhelming.",09-07-2023 14:54
5202,2796,4,4,,15-10-2022 11:01
368,1038,28,4,Well-written and engaging. A few plot holes but forgivable.,10-03-2024 22:17
1970,127,18,2,Struggled to get through it. The story meanders endlessly.,28-11-2024 20:31
1521,275,2,5,Exceeded all my expectations. Truly extraordinary.,24-09-2021 11:01
233,442,1,3,,18-06-2024 15:02
707,693,5,4,Above average. Would recommend to fans of the genre.,16-05-2023 07:40
3282,1491,1,3,,25-10-2024 19:58
159,1115,1,4,Mostly great. The middle section drags a bit.,06-03-2022 14:40
244,2252,1,3,Neither great nor terrible. Passes the time.,31-12-2024 19:21
4411,736,4,3,It was okay. The hype around this book is a bit overstated.,08-11-2023 21:36
4202,1058,1,4,Above average. Would recommend to fans of the genre.,22-12-2023 17:20
3570,2563,32,3,"Mixed feelings. Good premise, mediocre execution.",18-01-2023 06:04
24,688,1,2,Struggled to get through it. The story meanders endlessly.,28-06-2021 09:53
90,1130,1,4,"Good book, though the ending felt a little rushed.",01-08-2022 21:31
3128,1375,2,3,It was okay. The hype around this book is a bit overstated.,31-01-2021 17:46
2954,427,2,4,A very good read overall. Some chapters were slow but worth it.,12-01-2021 12:13
4518,415,4,3,,09-07-2024 16:36
5195,1779,1,3,"Some interesting parts, but overall felt underwhelming.",21-08-2024 20:36
2034,2636,4,5,Brilliant narrative. The characters feel genuinely real.,29-10-2023 17:56
2886,316,1,2,Disappointed. Expected much more based on the reviews.,21-07-2024 12:48
1785,2660,1,4,Liked it. The first half is stronger than the second.,31-12-2022 18:30
2083,1700,3,2,Not for me. The writing style felt very dated.,26-09-2024 18:36
3267,470,4,3,Decent read. Not my favourite but not bad either.,15-11-2023 08:06
5027,1984,5,3,It was okay. The hype around this book is a bit overstated.,29-10-2024 20:57
3887,127,3,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,22-08-2023 00:51
1473,1835,11,4,"Good book, though the ending felt a little rushed.",15-06-2023 09:52
4362,2636,25,3,,14-12-2024 11:38
3156,2071,1,3,,13-08-2024 21:54
68,1538,1,4,A very good read overall. Some chapters were slow but worth it.,25-01-2024 06:50
934,754,3,3,Average. Had its moments but failed to really engage me.,29-07-2023 10:03
5286,1453,33,5,Perfect blend of story and insight. Will read again.,08-03-2023 09:38
3407,19,20,5,Perfect blend of story and insight. Will read again.,30-08-2024 11:39
2256,1200,1,4,Liked it. The first half is stronger than the second.,02-04-2024 17:08
81,234,8,3,"Some interesting parts, but overall felt underwhelming.",16-09-2023 11:01
671,2473,6,4,,12-12-2022 16:29
3898,2565,1,3,"Mixed feelings. Good premise, mediocre execution.",25-11-2023 20:34
1506,1010,2,4,,23-08-2023 07:43
1183,2060,2,5,One of the best reads I have had in years. Highly recommended.,13-12-2023 09:31
523,297,4,3,"Some interesting parts, but overall felt underwhelming.",01-03-2024 05:04
743,2659,8,4,Above average. Would recommend to fans of the genre.,15-02-2023 07:27
4973,34,29,4,"Good book, though the ending felt a little rushed.",14-11-2024 11:46
1704,1577,3,3,"Mixed feelings. Good premise, mediocre execution.",23-06-2024 13:02
2191,257,1,4,Mostly great. The middle section drags a bit.,26-06-2022 06:36
1937,759,2,3,Decent read. Not my favourite but not bad either.,04-06-2024 19:21
2822,1078,11,4,Above average. Would recommend to fans of the genre.,02-12-2023 03:04
1670,2583,1,4,,12-09-2024 15:11
4983,1609,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,05-10-2022 18:49
4716,2754,6,3,Neither great nor terrible. Passes the time.,04-06-2024 08:19
4257,39,78,5,Beautifully written. The author's style is simply stunning.,05-06-2024 20:52
2182,1446,1,3,Neither great nor terrible. Passes the time.,07-12-2022 10:49
3818,263,4,2,Disappointed. Expected much more based on the reviews.,06-03-2024 18:45
3617,2514,2,3,Average. Had its moments but failed to really engage me.,27-01-2023 14:18
3294,2537,26,3,,30-09-2023 10:06
4847,482,5,2,Not for me. The writing style felt very dated.,28-12-2023 18:03
487,758,5,3,Neither great nor terrible. Passes the time.,23-12-2021 17:36
5388,75,139,2,Would not recommend. Too slow and the payoff was not worth it.,30-04-2023 19:05
3788,1825,1,4,Mostly great. The middle section drags a bit.,04-02-2024 19:29
4814,1539,1,2,Not for me. The writing style felt very dated.,15-07-2022 18:57
1669,1408,2,5,I finished this in two sittings. Absolutely riveting.,30-03-2024 18:33
5431,2172,5,4,Liked it. The first half is stronger than the second.,23-08-2020 19:33
5425,26,53,4,Mostly great. The middle section drags a bit.,30-09-2024 08:25
3804,813,34,4,Above average. Would recommend to fans of the genre.,12-06-2024 11:03
510,2150,1,4,Mostly great. The middle section drags a bit.,12-08-2022 22:13
2262,1622,1,3,"Some interesting parts, but overall felt underwhelming.",19-07-2023 00:43
5009,215,7,4,"Good book, though the ending felt a little rushed.",16-01-2022 18:17
294,938,1,3,"Some interesting parts, but overall felt underwhelming.",15-07-2023 11:39
2634,894,1,4,"Good book, though the ending felt a little rushed.",29-05-2024 11:41
5079,594,138,4,Well-written and engaging. A few plot holes but forgivable.,25-07-2024 09:47
1511,1328,3,2,Would not recommend. Too slow and the payoff was not worth it.,31-12-2024 21:24
870,1156,1,4,Well-written and engaging. A few plot holes but forgivable.,06-09-2021 11:47
2228,2376,10,3,Decent read. Not my favourite but not bad either.,16-08-2020 11:34
2811,56,1,5,,30-07-2022 12:51
582,772,3,4,Well-written and engaging. A few plot holes but forgivable.,03-12-2024 19:34
5590,709,2,4,A very good read overall. Some chapters were slow but worth it.,17-10-2022 19:49
5230,1873,71,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,27-11-2022 16:21
4194,857,14,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,25-10-2024 13:12
4590,277,3,3,"Some interesting parts, but overall felt underwhelming.",11-01-2023 08:32
2764,37,1,3,It was okay. The hype around this book is a bit overstated.,29-03-2024 17:50
2412,2167,112,3,Decent read. Not my favourite but not bad either.,14-01-2023 07:13
194,437,5,2,Disappointed. Expected much more based on the reviews.,31-12-2024 09:23
1890,161,1,3,"Some interesting parts, but overall felt underwhelming.",25-01-2024 18:10
2424,2105,4,3,"Some interesting parts, but overall felt underwhelming.",31-07-2024 08:50
4887,1981,13,3,Decent read. Not my favourite but not bad either.,23-03-2020 22:16
4099,705,2,3,Neither great nor terrible. Passes the time.,19-12-2021 14:49
4621,96,1,4,Mostly great. The middle section drags a bit.,22-03-2024 22:13
5423,227,1,5,Exceeded all my expectations. Truly extraordinary.,21-06-2022 18:46
3172,2576,5,3,Neither great nor terrible. Passes the time.,02-03-2023 19:00
2890,2056,10,4,Liked it. The first half is stronger than the second.,13-09-2023 08:25
1393,2245,30,5,Brilliant narrative. The characters feel genuinely real.,09-09-2022 09:29
5553,490,12,3,Average. Had its moments but failed to really engage me.,10-01-2021 16:37
3555,495,1,2,,04-02-2024 19:21
5189,1760,73,3,Decent read. Not my favourite but not bad either.,22-12-2022 08:44
4481,1861,1,3,Average. Had its moments but failed to really engage me.,01-10-2022 20:47
394,1843,6,3,It was okay. The hype around this book is a bit overstated.,31-03-2022 00:18
3730,2409,1,5,The writing is exceptional and the story gripped me from page one.,01-08-2020 11:42
4133,1479,3,4,Above average. Would recommend to fans of the genre.,29-08-2024 09:42
5181,2616,189,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,08-09-2024 17:11
2834,270,6,4,,25-02-2023 19:36
4159,892,1,0,Disappointed. Expected much more based on the reviews.,21-11-2023 18:02
1688,849,1,5,The writing is exceptional and the story gripped me from page one.,06-05-2024 18:22
2949,2094,1,5,One of the best reads I have had in years. Highly recommended.,03-05-2024 13:56
3246,2746,4,4,,05-11-2021 04:19
4034,2211,3,3,It was okay. The hype around this book is a bit overstated.,06-08-2021 17:26
599,861,53,5,I finished this in two sittings. Absolutely riveting.,13-12-2022 11:57
3033,1562,4,3,Average. Had its moments but failed to really engage me.,13-01-2024 16:12
3906,1368,2,5,Perfect blend of story and insight. Will read again.,31-12-2024 17:28
5292,1979,2,5,One of the best reads I have had in years. Highly recommended.,31-12-2024 12:58
1513,1262,1,4,Well-written and engaging. A few plot holes but forgivable.,14-08-2024 14:19
2486,1115,14,4,"Good book, though the ending felt a little rushed.",06-12-2022 16:38
2394,414,1,3,It was okay. The hype around this book is a bit overstated.,27-12-2021 18:39
5428,872,3,4,Mostly great. The middle section drags a bit.,11-01-2024 08:55
564,2467,4,3,Had potential but did not quite deliver on its promise.,12-11-2022 17:23
2877,2173,27,3,Decent read. Not my favourite but not bad either.,06-06-2023 20:49
2992,1772,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,16-11-2022 18:47
4717,1555,12,5,This book changed the way I think. A must-read for everyone.,15-05-2023 08:09
3650,2492,2,4,,12-02-2024 21:04
2720,1145,26,3,Average. Had its moments but failed to really engage me.,22-03-2024 07:48
4220,16,1,2,Struggled to get through it. The story meanders endlessly.,11-08-2023 20:32
4831,1519,9,4,A very good read overall. Some chapters were slow but worth it.,31-12-2024 09:37
5552,2223,9,4,Mostly great. The middle section drags a bit.,09-07-2024 07:06
4986,889,78,4,Liked it. The first half is stronger than the second.,11-12-2024 20:46
3552,2415,1,3,Had potential but did not quite deliver on its promise.,23-12-2023 17:12
1137,627,5,3,Neither great nor terrible. Passes the time.,10-05-2023 03:03
1051,2245,1,4,Mostly great. The middle section drags a bit.,21-11-2024 22:16
2279,2186,1,4,A very good read overall. Some chapters were slow but worth it.,23-07-2021 09:26
5118,502,31,4,"Good book, though the ending felt a little rushed.",21-05-2021 15:24
2141,1463,4,3,"Mixed feelings. Good premise, mediocre execution.",07-11-2024 09:56
2456,2529,1,5,,21-08-2024 22:19
2675,2759,11,5,Perfect blend of story and insight. Will read again.,16-02-2021 13:58
4577,1025,1,6,Perfect blend of story and insight. Will read again.,06-12-2021 18:50
2270,2549,1,4,,28-12-2021 08:12
1058,844,3,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,28-02-2024 19:36
4910,1064,35,4,Liked it. The first half is stronger than the second.,15-11-2024 12:31
5241,431,8,5,This book changed the way I think. A must-read for everyone.,14-12-2024 09:19
3244,1135,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,24-01-2024 22:57
838,2753,2,3,Neither great nor terrible. Passes the time.,07-11-2023 17:20
868,700,1,3,Neither great nor terrible. Passes the time.,14-03-2023 20:36
886,1974,3,3,Average. Had its moments but failed to really engage me.,25-08-2022 16:59
3731,456,4,2,Overrated. I did not enjoy the characters at all.,22-09-2022 12:20
2193,754,2,3,Average. Had its moments but failed to really engage me.,16-03-2020 10:23
3965,1874,1,5,This book changed the way I think. A must-read for everyone.,09-01-2024 11:09
1095,1287,1,3,Decent read. Not my favourite but not bad either.,22-08-2023 06:41
524,559,5,4,"Good book, though the ending felt a little rushed.",01-07-2021 19:22
4160,25,3,3,Neither great nor terrible. Passes the time.,10-08-2024 08:49
892,704,37,3,Had potential but did not quite deliver on its promise.,25-12-2024 12:42
2072,1229,2,5,Perfect blend of story and insight. Will read again.,10-05-2023 08:40
